,0
533,0
534,1
535,0
536,0
537,0
538,0
539,1
540,0
541,0
542,0
543,0
544,1
545,0
546,1
547,0
548,1
549,0
550,1
551,1
552,0
553,0
554,0
555,0
556,0
557,0
558,1
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,1
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,1
582,1
583,0
584,1
585,0
586,1
587,0
588,1
589,0
590,0
591,0
592,1
593,0
594,0
595,1
596,1
597,0
598,1
599,0
600,0
601,0
602,1
603,0
604,0
605,0
606,1
607,0
608,0
609,0
610,0
611,1
612,0
613,0
614,0
615,1
616,0
617,0
618,0
619,1
620,1
621,1
622,0
623,1
624,0
625,0
626,0
627,1
628,1
629,0
630,1
631,1
632,0
633,0
634,1
635,0
636,0
637,0
638,1
639,0
640,0
641,0
642,0
643,0
644,0
645,1
646,1
647,1
648,1
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,1
662,0
663,0
664,0
665,0
666,0
667,0
668,1
669,0
670,1
671,0
672,0
673,0
674,0
675,1
676,1
677,0
678,0
679,0
680,0
681,1
682,0
683,0
684,0
685,1
686,1
687,1
688,1
689,0
690,0
691,0
692,1
693,0
694,0
695,0
696,0
697,0
698,1
699,0
700,0
701,0
702,0
703,1
704,1
705,0
706,1
707,1
708,0
709,0
710,1
711,0
712,0
713,0
714,1
715,1
716,0
717,1
718,1
719,0
720,0
721,1
722,0
723,0
724,0
725,0
726,0
727,1
728,1
729,0
730,1
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,1
744,0
745,1
746,0
747,0
748,1
749,1
750,0
751,0
752,0
753,0
754,1
755,1
756,0
757,0
758,0
759,0
760,0
761,1
762,0
763,1
764,0
765,0
766,0
767,0
768,1
769,0
770,1
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,1
779,0
780,0
781,0
782,1
783,0
784,0
785,1
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,1
800,1
801,0
802,1
803,1
804,1
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,1
815,0
816,0
817,0
818,1
819,0
820,1
821,1
822,1
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,1
835,0
836,0
837,0
838,1
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,1
847,1
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,1
856,1
857,0
858,1
859,1
860,0
861,0
862,0
863,0
864,0
865,1
866,0
867,0
868,0
869,1
870,0
871,1
872,1
873,0
874,0
875,0
876,0
877,0
878,0
879,1
880,1
881,0
882,0
883,0
884,0
885,1
886,0
887,0
888,0
889,0
890,1
891,1
892,0
893,1
894,0
895,1
896,1
897,0
898,0
899,1
900,0
901,1
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,1
913,1
914,0
915,0
916,1
917,0
918,0
919,1
920,0
921,0
922,0
923,0
924,0
925,1
926,0
927,0
928,0
929,0
930,0
931,1
932,0
933,1
934,0
935,0
936,0
937,0
938,1
939,1
940,0
941,0
942,1
943,0
944,1
945,0
946,0
947,0
948,0
949,0
950,1
951,1
952,1
953,1
954,0
955,0
956,0
957,1
958,0
959,0
960,0
961,0
962,1
963,0
964,0
965,1
966,0
967,1
968,1
969,0
970,0
971,0
972,0
973,0
974,0
975,1
976,0
977,1
978,0
979,1
980,0
981,0
982,0
983,0
984,0
985,0
986,1
987,0
988,0
989,0
990,0
991,1
992,1
993,1
994,0
995,1
996,0
997,1
998,0
999,0
1000,1
1001,1
1002,0
1003,1
1004,1
1005,1
1006,0
1007,0
1008,1
1009,0
1010,1
1011,0
1012,0
1013,1
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,1
1021,0
1022,1
1023,0
1024,1
1025,0
1026,0
1027,1
1028,1
1029,0
1030,0
1031,0
1032,1
1033,1
1034,0
1035,1
1036,0
1037,0
1038,0
1039,0
1040,0
1041,1
1042,0
1043,1
1044,0
1045,1
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,1
1055,0
1056,0
1057,1
1058,0
1059,1
1060,0
1061,0
1062,1
1063,1
1064,1
1065,1
1066,0
1067,0
1068,0
1069,0
1070,1
1071,1
1072,1
1073,1
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,1
1092,1
1093,0
1094,1
1095,1
1096,0
1097,0
1098,0
1099,1
1100,1
1101,1
1102,1
1103,1
1104,0
1105,1
1106,0
1107,0
1108,1
1109,1
1110,0
1111,0
1112,0
1113,1
1114,0
1115,1
1116,1
1117,1
1118,1
1119,0
1120,0
1121,0
1122,1
1123,0
1124,1
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,1
1133,1
1134,1
1135,0
1136,0
1137,1
1138,1
1139,0
1140,1
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,1
1148,1
1149,0
1150,0
1151,1
1152,1
1153,0
1154,1
1155,0
1156,0
1157,0
1158,0
1159,1
1160,1
1161,0
1162,1
1163,0
1164,0
1165,0
1166,1
1167,1
1168,1
1169,0
1170,0
1171,0
1172,1
1173,0
1174,1
1175,1
1176,0
1177,0
1178,1
1179,0
1180,1
1181,1
1182,0
1183,0
1184,0
1185,1
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,1
1196,1
1197,1
1198,0
1199,0
1200,0
1201,0
1202,1
1203,0
1204,0
1205,0
1206,0
1207,0
1208,0
1209,1
1210,1
1211,0
1212,0
1213,1
1214,1
1215,1
1216,0
1217,1
1218,0
1219,0
1220,1
1221,0
1222,1
1223,0
1224,1
1225,0
1226,0
1227,0
1228,0
1229,1
1230,0
1231,1
1232,1
1233,1
1234,1
1235,1
1236,0
1237,1
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,1
1246,0
1247,0
1248,0
1249,0
1250,0
1251,1
1252,0
1253,0
1254,0
1255,1
1256,1
1257,0
1258,0
1259,1
1260,0
1261,0
1262,1
1263,1
1264,0
1265,0
1266,0
1267,0
1268,1
1269,0
1270,0
1271,0
1272,0
1273,1
1274,1
1275,0
1276,0
1277,1
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,1
1287,0
1288,0
1289,0
1290,1
1291,0
1292,0
1293,1
1294,0
1295,1
1296,0
1297,0
1298,1
1299,0
1300,0
1301,0
1302,1
1303,0
1304,0
1305,1
1306,1
1307,1
1308,0
1309,0
1310,0
1311,0
1312,0
1313,0
1314,0
1315,1
1316,0
1317,0
1318,0
1319,1
1320,0
1321,0
1322,0
1323,1
1324,1
1325,1
1326,1
1327,0
1328,0
1329,1
1330,1
1331,0
1332,1
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,1
1340,0
1341,1
1342,0
1343,0
1344,1
1345,1
1346,1
1347,1
1348,0
1349,1
1350,0
1351,0
1352,0
1353,1
1354,0
1355,0
1356,0
1357,1
1358,1
1359,0
1360,1
1361,0
1362,0
1363,0
1364,0
1365,0
1366,1
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1379,0
1380,1
1381,0
1382,0
1383,1
1384,1
1385,0
1386,0
1387,0
1388,1
1389,1
1390,0
1391,0
1392,0
1393,0
1394,1
1395,1
1396,1
1397,0
1398,1
1399,0
1400,0
1401,0
1402,1
1403,1
1404,1
1405,1
1406,0
1407,0
1408,1
1409,0
1410,0
1411,1
1412,1
1413,0
1414,0
1415,1
1416,0
1417,1
1418,1
1419,0
1420,0
1421,1
1422,0
1423,0
1424,1
1425,0
1426,1
1427,1
1428,0
1429,0
1430,1
1431,1
1432,0
1433,0
1434,1
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,1
1445,1
1446,1
1447,0
1448,0
1449,0
1450,0
1451,1
1452,0
1453,0
1454,0
1455,1
1456,0
1457,0
1458,0
1459,1
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,1
1468,1
1469,1
1470,0
1471,0
1472,0
1473,0
1474,1
1475,0
1476,1
1477,0
1478,0
1479,0
1480,0
1481,0
1482,1
1483,0
1484,1
1485,0
1486,0
1487,1
1488,1
1489,0
1490,1
1491,0
1492,0
1493,1
1494,0
1495,1
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,1
1506,1
1507,0
1508,0
1509,0
1510,0
1511,0
1512,1
1513,0
1514,0
1515,1
1516,0
1517,1
1518,1
1519,0
1520,1
1521,0
1522,0
1523,0
1524,0
1525,1
1526,0
1527,0
1528,0
1529,0
1530,0
1531,0
1532,1
1533,0
1534,0
1535,0
1536,1
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0
1543,1
1544,0
1545,1
1546,0
1547,1
1548,1
1549,1
1550,0
1551,0
1552,0
1553,0
1554,0
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,1
1563,0
1564,0
1565,0
1566,1
1567,0
1568,0
1569,0
1570,1
1571,0
1572,0
1573,0
1574,1
1575,0
1576,0
1577,1
1578,0
1579,0
1580,0
1581,0
1582,0
1583,1
1584,0
1585,0
1586,0
1587,0
1588,0
1589,1
1590,1
1591,0
1592,1
1593,1
1594,0
1595,1
1596,0
1597,0
1598,0
1599,1
1600,0
1601,1
1602,0
1603,0
1604,0
1605,0
1606,1
1607,1
1608,0
1609,1
1610,0
1611,0
1612,1
1613,1
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,1
1621,0
1622,1
1623,0
1624,1
1625,0
1626,1
1627,0
1628,0
1629,0
1630,1
1631,1
1632,0
1633,0
1634,1
1635,0
1636,0
1637,0
1638,1
1639,1
1640,1
1641,0
1642,0
1643,0
1644,1
1645,0
1646,0
1647,1
1648,1
1649,1
1650,0
1651,1
1652,0
1653,0
1654,1
1655,1
1656,1
1657,0
1658,0
1659,0
1660,1
1661,0
1662,0
1663,0
1664,0
1665,0
1666,0
1667,1
1668,0
1669,0
1670,0
1671,1
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,1
1679,1
1680,0
1681,0
1682,0
1683,0
1684,1
1685,1
1686,0
1687,1
1688,0
1689,0
1690,0
1691,0
1692,0
1693,0
1694,0
1695,1
1696,0
1697,0
1698,0
1699,1
1700,1
1701,0
1702,1
1703,0
1704,0
1705,1
1706,1
1707,1
1708,1
1709,1
1710,0
1711,0
1712,0
1713,0
1714,0
1715,0
1716,0
1717,0
1718,0
1719,0
1720,0
1721,0
1722,0
1723,1
1724,0
1725,1
1726,0
1727,0
1728,1
1729,0
1730,0
1731,0
1732,0
1733,0
1734,1
1735,0
1736,1
1737,0
1738,0
1739,0
1740,0
1741,0
1742,0
1743,0
1744,0
1745,0
1746,0
1747,0
1748,0
1749,0
1750,0
1751,0
1752,1
1753,1
1754,1
1755,0
1756,1
1757,0
1758,0
1759,0
1760,0
1761,1
1762,1
1763,0
1764,0
1765,0
1766,0
1767,1
1768,0
1769,1
1770,0
1771,0
1772,0
1773,0
1774,1
1775,1
1776,1
1777,1
1778,0
1779,1
1780,0
1781,0
1782,0
1783,1
1784,0
1785,1
1786,0
1787,0
1788,0
1789,0
1790,0
1791,1
1792,0
1793,0
1794,0
1795,0
1796,0
1797,1
1798,0
1799,0
1800,0
1801,0
1802,0
1803,1
1804,0
1805,0
1806,0
1807,1
1808,0
1809,0
1810,0
1811,0
1812,1
1813,0
1814,1
1815,0
1816,0
1817,0
1818,0
1819,1
1820,1
1821,1
1822,0
1823,0
1824,0
1825,0
1826,1
1827,0
1828,1
1829,1
1830,1
1831,0
1832,1
1833,1
1834,1
1835,1
1836,0
1837,0
1838,0
1839,0
1840,1
1841,1
1842,0
1843,0
1844,1
1845,1
1846,0
1847,1
1848,0
1849,0
1850,0
1851,0
1852,1
1853,1
1854,0
1855,1
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,0
1865,1
1866,1
1867,0
1868,0
1869,1
1870,0
1871,0
1872,1
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,1
1880,1
1881,0
1882,0
1883,0
1884,1
1885,0
1886,0
1887,0
1888,0
1889,1
1890,1
1891,0
1892,1
1893,0
1894,0
1895,0
1896,0
1897,0
1898,1
1899,0
1900,0
1901,0
1902,0
1903,1
1904,0
1905,0
1906,0
1907,1
1908,1
1909,0
1910,0
1911,0
1912,0
1913,1
1914,0
1915,0
1916,0
1917,0
1918,1
1919,0
1920,1
1921,0
1922,0
1923,0
1924,0
1925,1
1926,1
1927,0
1928,1
1929,0
1930,0
1931,1
1932,1
1933,0
1934,1
1935,0
1936,0
1937,1
1938,0
1939,0
1940,0
1941,0
1942,1
1943,0
1944,0
1945,1
1946,0
1947,0
1948,0
1949,1
1950,0
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,0
1959,1
1960,0
1961,1
1962,1
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1969,1
1970,1
1971,0
1972,1
1973,1
1974,1
1975,1
1976,0
1977,0
1978,1
1979,1
1980,0
1981,0
1982,0
1983,1
1984,0
1985,0
1986,0
1987,0
1988,0
1989,1
1990,1
1991,0
1992,0
1993,1
1994,1
1995,0
1996,1
1997,0
1998,1
1999,0
2000,0
2001,0
2002,0
2003,1
2004,1
2005,1
2006,0
2007,0
2008,0
2009,1
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,1
2017,0
2018,0
2019,0
2020,0
2021,0
2022,1
2023,0
2024,0
2025,0
2026,0
2027,1
2028,1
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,1
2043,0
2044,0
2045,0
2046,1
2047,1
2048,0
2049,1
2050,1
2051,1
2052,0
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,1
2061,0
2062,0
2063,1
2064,0
2065,1
2066,1
2067,0
2068,1
2069,0
2070,0
2071,0
2072,1
2073,0
2074,1
2075,0
2076,0
2077,0
2078,1
2079,1
2080,0
2081,0
2082,0
2083,0
2084,1
2085,0
2086,1
2087,0
2088,0
2089,0
2090,0
2091,1
2092,1
2093,0
2094,0
2095,0
2096,0
2097,1
2098,0
2099,1
2100,0
2101,0
2102,1
2103,0
2104,0
2105,1
2106,0
2107,1
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,1
2115,1
2116,0
2117,0
2118,0
2119,0
2120,1
2121,0
2122,1
2123,1
2124,0
2125,0
2126,0
2127,0
2128,1
2129,0
2130,0
2131,0
2132,0
2133,1
2134,1
2135,0
2136,0
2137,0
2138,0
2139,0
2140,1
2141,1
2142,0
2143,1
2144,0
2145,0
2146,1
2147,0
2148,0
2149,1
2150,1
2151,1
2152,0
2153,0
2154,0
2155,0
2156,1
2157,1
2158,0
2159,0
2160,0
2161,0
2162,1
2163,0
2164,0
2165,0
2166,0
2167,0
2168,0
2169,0
2170,0
2171,0
2172,1
2173,0
2174,0
2175,0
2176,0
2177,0
2178,1
2179,1
2180,0
2181,0
2182,0
2183,1
2184,1
2185,0
2186,0
2187,0
2188,0
2189,0
2190,1
2191,0
2192,0
2193,1
2194,0
2195,0
2196,0
2197,0
2198,1
2199,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,0
2207,0
2208,1
2209,1
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0
2216,1
2217,1
2218,1
2219,0
2220,0
2221,0
2222,1
2223,0
2224,1
2225,1
2226,0
2227,1
2228,0
2229,1
2230,0
2231,1
2232,1
2233,0
2234,1
2235,1
2236,0
2237,0
2238,1
2239,0
2240,0
2241,0
2242,0
2243,0
2244,0
2245,0
2246,0
2247,1
2248,1
2249,1
2250,1
2251,0
2252,0
2253,0
2254,0
2255,1
2256,0
2257,0
2258,1
2259,0
2260,0
2261,0
2262,0
2263,1
2264,1
2265,0
2266,0
2267,0
2268,1
2269,1
2270,0
2271,1
2272,0
2273,0
2274,0
2275,0
2276,1
2277,0
2278,0
2279,0
2280,0
2281,0
2282,0
2283,0
2284,0
2285,1
2286,0
2287,0
2288,0
2289,0
2290,0
2291,0
2292,0
2293,1
2294,0
2295,0
2296,1
2297,0
2298,0
2299,0
2300,0
2301,1
2302,0
2303,0
2304,0
2305,1
2306,0
2307,0
2308,1
2309,0
2310,0
2311,0
2312,0
2313,0
2314,1
2315,0
2316,1
2317,0
2318,0
2319,0
2320,1
2321,0
2322,0
2323,0
2324,0
2325,1
2326,1
2327,1
2328,1
2329,0
2330,0
2331,0
2332,0
2333,1
2334,1
2335,1
2336,1
2337,0
2338,0
2339,0
2340,0
2341,0
2342,0
2343,0
2344,0
2345,0
2346,0
2347,0
2348,1
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,1
2358,0
2359,0
2360,0
2361,0
2362,0
2363,0
2364,0
2365,0
2366,0
2367,0
2368,1
2369,1
2370,0
2371,1
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,1
2380,0
2381,0
2382,0
2383,0
2384,1
2385,0
2386,0
2387,1
2388,0
2389,0
2390,0
2391,0
2392,0
2393,1
2394,0
2395,0
2396,1
2397,0
2398,0
2399,0
2400,0
2401,1
2402,1
2403,0
2404,1
2405,0
2406,1
2407,0
2408,0
2409,0
2410,0
2411,1
2412,0
2413,0
2414,1
2415,0
2416,0
2417,1
2418,0
2419,0
2420,0
2421,1
2422,0
2423,0
2424,0
2425,0
2426,0
2427,1
2428,0
2429,0
2430,1
2431,0
2432,0
2433,0
2434,1
2435,0
2436,0
2437,0
2438,0
2439,1
2440,0
2441,0
2442,0
2443,0
2444,1
2445,1
2446,1
2447,1
2448,1
2449,1
2450,0
2451,1
2452,0
2453,0
2454,0
2455,0
2456,0
2457,0
2458,0
2459,0
2460,0
2461,0
2462,0
2463,0
2464,0
2465,0
2466,1
2467,1
2468,0
2469,1
2470,1
2471,0
2472,0
2473,1
2474,1
2475,1
2476,0
2477,1
2478,0
2479,1
2480,1
2481,0
2482,0
2483,0
2484,0
2485,0
2486,0
2487,1
2488,1
2489,1
2490,0
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,1
2498,0
2499,0
2500,0
2501,0
2502,0
2503,0
2504,0
2505,0
2506,0
2507,0
2508,0
2509,1
2510,0
2511,0
2512,0
2513,0
2514,0
2515,0
2516,1
2517,1
2518,0
2519,0
2520,1
2521,1
2522,0
2523,1
2524,1
2525,0
2526,1
2527,0
2528,1
2529,0
2530,0
2531,0
2532,1
2533,0
2534,1
2535,0
2536,0
2537,0
2538,1
2539,1
2540,0
2541,0
2542,1
2543,1
2544,0
2545,0
2546,1
2547,0
2548,0
2549,0
2550,0
2551,0
2552,1
2553,0
2554,0
2555,1
2556,1
2557,0
2558,0
2559,0
2560,1
2561,0
2562,0
2563,0
2564,1
2565,1
2566,1
2567,0
2568,1
2569,1
2570,0
2571,0
2572,0
2573,0
2574,1
2575,0
2576,0
2577,0
2578,1
2579,1
2580,0
2581,0
2582,0
2583,1
2584,1
2585,1
2586,1
2587,1
2588,0
2589,0
2590,0
2591,1
2592,0
2593,0
2594,0
2595,0
2596,0
2597,0
2598,1
2599,0
2600,0
2601,0
2602,0
2603,0
2604,1
2605,0
2606,1
2607,1
2608,0
2609,1
2610,0
2611,1
2612,0
2613,1
2614,0
2615,0
2616,0
2617,0
2618,0
2619,1
2620,0
2621,0
2622,0
2623,0
2624,1
2625,0
2626,1
2627,1
2628,0
2629,0
2630,0
2631,0
2632,1
2633,1
2634,1
2635,0
2636,0
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0
2643,1
2644,0
2645,1
2646,1
2647,1
2648,0
2649,1
2650,0
2651,1
2652,0
2653,0
2654,0
2655,1
2656,1
2657,1
2658,0
2659,1
2660,0
2661,0
2662,1
2663,1
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,0
2671,1
2672,0
2673,0
2674,1
2675,1
2676,0
2677,1
2678,0
2679,1
2680,0
2681,0
2682,0
2683,0
2684,0
2685,1
2686,1
2687,1
2688,0
2689,0
2690,0
2691,0
2692,0
2693,1
2694,1
2695,1
2696,1
2697,0
2698,0
2699,0
2700,0
2701,1
2702,0
2703,1
2704,0
2705,0
2706,0
2707,0
2708,1
2709,0
2710,0
2711,0
2712,1
2713,0
2714,1
2715,0
2716,0
2717,0
2718,0
2719,1
2720,0
2721,1
2722,1
2723,1
2724,1
2725,0
2726,0
2727,0
2728,0
2729,0
2730,1
2731,0
2732,1
2733,1
2734,1
2735,0
2736,0
2737,0
2738,1
2739,1
2740,0
2741,1
2742,1
2743,0
2744,1
2745,1
2746,0
2747,0
2748,1
2749,0
2750,1
2751,1
2752,1
2753,0
2754,1
2755,0
2756,0
2757,0
2758,0
2759,0
2760,1
2761,0
2762,0
2763,1
2764,0
2765,0
2766,1
2767,1
2768,0
2769,0
2770,0
2771,0
2772,0
2773,0
2774,0
2775,1
2776,1
2777,0
2778,1
2779,0
2780,1
2781,0
2782,0
2783,0
2784,1
2785,1
2786,0
2787,0
2788,0
2789,1
2790,0
2791,0
2792,0
2793,0
2794,1
2795,0
2796,1
2797,0
2798,1
2799,0
2800,1
2801,0
2802,0
2803,1
2804,1
2805,0
2806,0
2807,0
2808,0
2809,1
2810,1
2811,1
2812,0
2813,0
2814,1
2815,1
2816,1
2817,1
2818,0
2819,1
2820,0
2821,0
2822,1
2823,0
2824,1
2825,0
2826,1
2827,1
2828,0
2829,0
2830,1
2831,0
2832,1
2833,1
2834,0
2835,0
2836,1
2837,0
2838,1
2839,1
2840,0
2841,0
2842,0
2843,0
2844,0
2845,0
2846,1
2847,0
2848,1
2849,0
2850,0
2851,0
2852,0
2853,1
2854,0
2855,0
2856,0
2857,1
2858,1
2859,0
2860,1
2861,0
2862,0
2863,0
2864,0
2865,0
2866,1
2867,0
2868,1
2869,0
2870,0
2871,0
2872,1
2873,1
2874,0
2875,0
2876,0
2877,1
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,0
2886,1
2887,0
2888,1
2889,0
2890,1
2891,0
2892,0
2893,1
2894,0
2895,0
2896,0
2897,0
2898,0
2899,1
2900,1
2901,0
2902,0
2903,1
2904,1
2905,0
2906,0
2907,0
2908,0
2909,1
2910,0
2911,1
2912,0
2913,0
2914,1
2915,0
2916,0
2917,1
2918,1
2919,0
2920,0
2921,0
2922,0
2923,0
2924,0
2925,1
2926,0
2927,1
2928,0
2929,0
2930,1
2931,1
2932,0
2933,0
2934,0
2935,0
2936,0
2937,0
2938,1
2939,1
2940,0
2941,1
2942,0
2943,0
2944,0
2945,0
2946,0
2947,0
2948,0
2949,1
2950,1
2951,0
2952,0
2953,0
2954,0
2955,1
2956,1
2957,1
2958,0
2959,1
2960,0
2961,1
2962,0
2963,1
2964,1
2965,0
2966,0
2967,0
2968,0
2969,1
2970,0
2971,1
2972,1
2973,1
2974,0
2975,0
2976,1
2977,0
2978,0
2979,1
2980,0
2981,1
2982,0
2983,0
2984,1
2985,1
2986,0
2987,0
2988,1
2989,0
2990,1
2991,0
2992,0
2993,0
2994,0
2995,0
2996,0
2997,0
